구별,구분명,시설명,,,,,,,,,,,
종로구,단기보호시설,덕유린단기거주시설,,,,,,,,,,,
종로구,단기보호시설,라파엘단기거주시설,,,,,,,,,,,
종로구,주간보호시설,라파엘의 집,,,,,,,,,,,
종로구,단기보호시설,라파엘의 집,,,,,,,,,,,
종로구,거주(유형별＊중증＊영유아)시설,문혜장애인요양원,,,,,,,,,,,
종로구,주간보호시설,비둘기 주간보호,,,,,,,,,,,
종로구,주간보호시설,비둘기주간보호시설,,,,,,,,,,,
종로구,거주(유형별＊중증＊영유아)시설,은혜장애인요양원,,,,,,,,,,,
종로구,수화통역센터,종로구수화통역센터,,,,,,,,,,,
종로구,복지관,종로장애인복지관,,,,,,,,,,,
중구,주간보호시설,남산골쉼터 주간보호,,,,,,,,,,,
중구,복지관,서울특별시중구장애인복지관,,,,,,,,,,,
중구,주간보호시설,시각장애인 주간보호,,,,,,,,,,,
중구,주간보호시설,여성시각장애인 주간보호,,,,,,,,,,,
중구,주간보호시설,여성시각장애인주간보호센터,,,,,,,,,,,
중구,주간보호시설,영락,,,,,,,,,,,
중구,수화통역센터,중구수화통역센터,,,,,,,,,,,
중구,주간보호시설,파란마음주간보호센터,,,,,,,,,,,
중랑구,단기보호시설,시립중랑단기보호센터,,,,,,,,,,,
중랑구,복지관,원광장애인종합복지관,,,,,,,,,,,
중랑구,주간보호시설,원광장애인주간보호,,,,,,,,,,,
중랑구,수화통역센터,중랑구 수화통역센터,,,,,,,,,,,
중랑구,수화통역센터,중랑구수화통역센터,,,,,,,,,,,
기타,직업재활시설,TESTt,,,,,,,,,,,
기타,복지관,홀트강동복지관,,,,,,,,,,,
